Data Set (Source)	Data Set (Sink)	Linker	Distance Method	Distance Threshold	Time taken	Memory used	Setup comparisons	Total comparisons	Number of links	Number of matches	True Positives	False Positives	False Negatives	Min links quality	Max links quality	Average links quality	Min pairs quality	Max pairs quality	Average pairs quality	Min pairs completeness	Max pairs completeness	Average pairs completeness	Precision	Recall	F1 Measure	Shingle size	Number of bands	Band size	Blocking Method	Branching factor
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	231.00	78219	911935328	0	1009957	453741	18479	11723	442018	6756	0.00	1.00	0.91	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	232.00	81110	912390120	0	1009957	454888	18479	11728	443160	6751	0.00	1.00	0.91	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.63	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	233.00	75365	915285128	0	1009957	456070	18479	11736	444334	6743	0.00	1.00	0.92	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	234.00	77005	913174464	0	1009957	457251	18479	11739	445512	6740	0.00	1.00	0.92	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	235.00	79479	913386888	0	1009957	458463	18479	11746	446717	6733	0.00	1.00	0.92	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	236.00	73920	917741832	0	1009957	459553	18479	11746	447807	6733	0.00	1.00	0.92	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	237.00	78024	930428016	0	1009957	460629	18479	11749	448880	6730	0.00	1.00	0.92	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	238.00	75982	914673120	0	1009957	461679	18479	11749	449930	6730	0.00	1.00	0.93	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	239.00	77590	931047616	0	1009957	462798	18479	11750	451048	6729	0.00	1.00	0.93	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	240.00	78161	917272928	0	1009957	463806	18479	11752	452054	6727	0.00	1.00	0.93	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	241.00	74063	918924640	0	1009957	464783	18479	11754	453029	6725	0.00	1.00	0.93	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	242.00	80794	920151456	0	1009957	465693	18479	11755	453938	6724	0.00	1.00	0.93	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	243.00	72676	934662088	0	1009957	466604	18479	11758	454846	6721	0.00	1.00	0.93	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	244.00	79236	920812592	0	1009957	467479	18479	11766	455713	6713	0.00	1.00	0.94	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	245.00	78848	918979592	0	1009957	468408	18479	11770	456638	6709	0.00	1.00	0.94	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	246.00	83199	920401304	0	1009957	469289	18479	11772	457517	6707	0.00	1.00	0.94	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	247.00	75805	933606592	0	1009957	470079	18479	11781	458298	6698	0.00	1.00	0.94	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	248.00	81129	936157552	0	1009957	470941	18479	11791	459150	6688	0.00	1.00	0.94	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	249.00	82564	922182408	0	1009957	471717	18479	11794	459923	6685	0.00	1.00	0.94	0.00	1.00	0.17	0.01	0.33	0.24	0.03	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	250.00	72413	936645472	0	1009957	472482	18479	11799	460683	6680	0.00	1.00	0.94	0.00	1.00	0.17	0.01	0.33	0.24	0.02	0.64	0.05	NA	NA	NA	8	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	0.00	55216	1038285928	0	833079	1670	18479	1668	2	16811	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.09	0.17	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	1.00	57635	1050630160	0	833079	1798	18479	1795	3	16684	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.10	0.18	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	2.00	59340	1058409728	0	833079	1865	18479	1858	7	16621	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.10	0.18	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	3.00	62237	1029496384	0	833079	1945	18479	1938	7	16541	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.10	0.19	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	4.00	61060	1046884480	0	833079	2035	18479	2028	7	16451	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.11	0.20	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	5.00	60038	1038341768	0	833079	2142	18479	2135	7	16344	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.12	0.21	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	6.00	63694	1050742752	0	833079	2268	18479	2260	8	16219	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.12	0.22	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	7.00	57927	1046931336	0	833079	2359	18479	2350	9	16129	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.13	0.23	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	8.00	59772	1038431064	0	833079	2436	18479	2427	9	16052	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.13	0.23	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	9.00	60286	1038408520	0	833079	2514	18479	2505	9	15974	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.14	0.24	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	10.00	56176	1066467448	0	833079	2603	18479	2594	9	15885	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.14	0.25	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	11.00	59709	1038381224	0	833079	2729	18479	2720	9	15759	0.00	1.00	0.06	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.15	0.26	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	12.00	61195	1038420864	0	833079	2809	18479	2800	9	15679	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.15	0.26	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	13.00	68920	1025326584	0	833079	2900	18479	2891	9	15588	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.16	0.27	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	14.00	56565	1038465816	0	833079	3023	18479	3014	9	15465	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.16	0.28	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	15.00	60232	1038468048	0	833079	3131	18479	3122	9	15357	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.17	0.29	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	16.00	61848	1059158856	0	833079	3230	18479	3221	9	15258	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.17	0.30	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	17.00	64031	1050806968	0	833079	3362	18479	3353	9	15126	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.18	0.31	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	18.00	57220	1067280968	0	833079	3481	18479	3472	9	15007	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.19	0.32	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	19.00	57877	1038469968	0	833079	3634	18479	3623	11	14856	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.20	0.33	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	20.00	64808	1038496480	0	833079	3781	18479	3769	12	14710	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.20	0.34	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	21.00	60265	1029637336	0	833079	3969	18479	3956	13	14523	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.21	0.35	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	22.00	58698	1029719736	0	833079	4055	18479	4042	13	14437	0.00	1.00	0.07	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.22	0.36	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	23.00	63568	1050851920	0	833079	4201	18479	4187	14	14292	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.23	0.37	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	24.00	61367	1038505640	0	833079	4345	18479	4330	15	14149	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.23	0.38	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	25.00	62987	1038522968	0	833079	4480	18479	4465	15	14014	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.24	0.39	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	26.00	57275	1029724464	0	833079	4608	18479	4592	16	13887	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.25	0.40	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	27.00	60809	1047167336	0	833079	4747	18479	4730	17	13749	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.26	0.41	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	28.00	54965	1055417720	0	833079	4902	18479	4883	19	13596	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.26	0.42	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	29.00	54085	1038652104	0	833079	5015	18479	4992	23	13487	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.27	0.42	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	30.00	58669	1051026288	0	833079	5191	18479	5167	24	13312	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.28	0.44	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	31.00	57187	1034120000	0	833079	5293	18479	5269	24	13210	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.29	0.44	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	32.00	56225	522234112	0	833079	5361	18479	5335	26	13144	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.29	0.45	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	33.00	56618	1038704432	0	833079	5464	18479	5437	27	13042	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	1.00	0.29	0.45	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	34.00	63519	1038730488	0	833079	5592	18479	5563	29	12916	0.00	1.00	0.08	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.30	0.46	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	35.00	61640	1038737088	0	833079	5701	18479	5670	31	12809	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.31	0.47	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	36.00	56799	1038731936	0	833079	5819	18479	5778	41	12701	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.31	0.48	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	37.00	61101	1051093576	0	833079	5909	18479	5867	42	12612	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.32	0.48	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	38.00	59311	1059436280	0	833079	6005	18479	5959	46	12520	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.32	0.49	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	39.00	60548	1047305448	0	833079	6098	18479	6043	55	12436	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.33	0.49	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	40.00	58903	1038776800	0	833079	6186	18479	6126	60	12353	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.33	0.50	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	41.00	57372	1047324912	0	833079	6272	18479	6202	70	12277	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.34	0.50	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	42.00	61699	1038797856	0	833079	6360	18479	6279	81	12200	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.34	0.51	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	43.00	61302	1047364816	0	833079	6451	18479	6361	90	12118	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.34	0.51	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	44.00	59851	1047380312	0	833079	6536	18479	6442	94	12037	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.99	0.35	0.52	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	45.00	60750	1038810608	0	833079	6633	18479	6527	106	11952	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.98	0.35	0.52	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	46.00	56700	1038867752	0	833079	6719	18479	6600	119	11879	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.98	0.36	0.52	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	47.00	64134	1038873360	0	833079	6804	18479	6680	124	11799	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.98	0.36	0.53	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	48.00	62807	1030127728	0	833079	6885	18479	6754	131	11725	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.98	0.37	0.53	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	49.00	62626	1051158000	0	833079	6959	18479	6819	140	11660	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.98	0.37	0.54	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	50.00	62341	1030143392	0	833079	7045	18479	6888	157	11591	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.98	0.37	0.54	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	51.00	58212	1047426792	0	833079	7135	18479	6954	181	11525	0.00	1.00	0.09	0.00	1.00	0.12	0.01	0.33	0.23	0.97	0.38	0.54	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	52.00	64333	1055747856	0	833079	7238	18479	7035	203	11444	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.97	0.38	0.55	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	53.00	59742	1051900840	0	833079	7340	18479	7115	225	11364	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.97	0.39	0.55	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	54.00	59444	1030175920	0	833079	7425	18479	7178	247	11301	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.97	0.39	0.55	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	55.00	65189	1051339888	0	833079	7544	18479	7257	287	11222	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.96	0.39	0.56	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	56.00	60921	1051304808	0	833079	7623	18479	7310	313	11169	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.96	0.40	0.56	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	57.00	63916	1030182112	0	833079	7747	18479	7397	350	11082	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.95	0.40	0.56	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	58.00	56097	1047503472	0	833079	7842	18479	7459	383	11020	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.95	0.40	0.57	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	59.00	59675	1051361960	0	833079	7941	18479	7501	440	10978	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.94	0.41	0.57	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	60.00	55658	1030233736	0	833079	8045	18479	7550	495	10929	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.94	0.41	0.57	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	61.00	59800	1059640368	0	833079	8204	18479	7604	600	10875	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.93	0.41	0.57	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	62.00	57559	1039078192	0	833079	8326	18479	7662	664	10817	0.00	1.00	0.10	0.00	1.00	0.12	0.01	0.33	0.23	0.92	0.41	0.57	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	63.00	60959	1047547376	0	833079	8467	18479	7728	739	10751	0.00	1.00	0.11	0.00	1.00	0.12	0.01	0.33	0.23	0.91	0.42	0.57	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	64.00	57610	1059752560	0	833079	8587	18479	7784	803	10695	0.00	1.00	0.11	0.00	1.00	0.12	0.01	0.33	0.23	0.91	0.42	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	65.00	57792	1047611384	0	833079	8728	18479	7842	886	10637	0.00	1.00	0.11	0.00	1.00	0.12	0.01	0.33	0.23	0.90	0.42	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	66.00	57638	1047009136	0	833079	8912	18479	7907	1005	10572	0.00	1.00	0.11	0.00	1.00	0.12	0.01	0.33	0.23	0.89	0.43	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	67.00	58643	1039156104	0	833079	9103	18479	7981	1122	10498	0.00	1.00	0.11	0.00	1.00	0.12	0.01	0.33	0.23	0.88	0.43	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	68.00	57708	1039091944	0	833079	9238	18479	8030	1208	10449	0.00	1.00	0.11	0.00	1.00	0.12	0.01	0.33	0.23	0.87	0.43	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	69.00	56742	1030360856	0	833079	9447	18479	8099	1348	10380	0.00	1.00	0.11	0.00	1.00	0.12	0.01	0.33	0.23	0.86	0.44	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	70.00	57850	1038500240	0	833079	9634	18479	8152	1482	10327	0.00	1.00	0.12	0.00	1.00	0.12	0.01	0.33	0.23	0.85	0.44	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	71.00	56188	1030358464	0	833079	9825	18479	8216	1609	10263	0.00	1.00	0.12	0.00	1.00	0.12	0.01	0.33	0.23	0.84	0.44	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	72.00	62251	1059884456	0	833079	10027	18479	8258	1769	10221	0.00	1.00	0.12	0.00	1.00	0.12	0.01	0.33	0.23	0.82	0.45	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	73.00	58555	1039270376	0	833079	10308	18479	8320	1988	10159	0.00	1.00	0.12	0.00	1.00	0.12	0.01	0.33	0.23	0.81	0.45	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	74.00	56079	1064495096	0	833079	10664	18479	8383	2281	10096	0.00	1.00	0.12	0.00	1.00	0.12	0.01	0.33	0.23	0.79	0.45	0.58	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	75.00	58244	1030519928	0	833079	11043	18479	8442	2601	10037	0.00	1.00	0.13	0.00	1.00	0.12	0.01	0.33	0.23	0.76	0.46	0.57	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	76.00	65638	1064596104	0	833079	11413	18479	8496	2917	9983	0.00	1.00	0.13	0.00	1.00	0.12	0.01	0.33	0.23	0.74	0.46	0.57	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	77.00	58386	1039453728	0	833079	11750	18479	8528	3222	9951	0.00	1.00	0.13	0.00	1.00	0.12	0.01	0.33	0.23	0.73	0.46	0.56	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	78.00	57497	1056248968	0	833079	12139	18479	8597	3542	9882	0.00	1.00	0.13	0.00	1.00	0.12	0.01	0.33	0.23	0.71	0.47	0.56	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	79.00	62698	1072178816	0	833079	12521	18479	8652	3869	9827	0.00	1.00	0.13	0.00	1.00	0.12	0.01	0.33	0.23	0.69	0.47	0.56	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	80.00	62949	1064789392	0	833079	12962	18479	8721	4241	9758	0.00	1.00	0.13	0.00	1.00	0.12	0.01	0.33	0.23	0.67	0.47	0.55	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	81.00	57581	1056480752	0	833079	13420	18479	8770	4650	9709	0.00	1.00	0.14	0.00	1.00	0.12	0.01	0.33	0.23	0.65	0.47	0.55	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	82.00	63019	1056712056	0	833079	13933	18479	8845	5088	9634	0.00	1.00	0.14	0.00	1.00	0.12	0.01	0.33	0.23	0.63	0.48	0.55	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	83.00	56530	1056859368	0	833079	14524	18479	8905	5619	9574	0.00	1.00	0.14	0.00	1.00	0.12	0.01	0.33	0.23	0.61	0.48	0.54	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	84.00	60738	1047994664	0	833079	15061	18479	8947	6114	9532	0.00	1.00	0.14	0.00	1.00	0.12	0.01	0.33	0.23	0.59	0.48	0.53	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	85.00	58126	1060676928	0	833079	15704	18479	8993	6711	9486	0.00	1.00	0.14	0.00	1.00	0.12	0.01	0.33	0.23	0.57	0.49	0.53	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	86.00	59774	1056890096	0	833079	16421	18479	9029	7392	9450	0.00	1.00	0.14	0.00	1.00	0.12	0.01	0.33	0.23	0.55	0.49	0.52	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	87.00	58136	1069936088	0	833079	17205	18479	9074	8131	9405	0.00	1.00	0.15	0.00	1.00	0.12	0.01	0.33	0.23	0.53	0.49	0.51	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	88.00	62196	1057109864	0	833079	17853	18479	9139	8714	9340	0.00	1.00	0.15	0.00	1.00	0.12	0.01	0.33	0.23	0.51	0.49	0.50	NA	NA	NA	9	NA
Cora	Cora	TradBlocking	Generic-Sigma-Levenshtein	89.00	58938	1057190808	0	833079	18558	18479	9184	9374	9295	0.00	1.00	0.15	0.00	1.00	0.12	0.01	0.33	0.23	0.49	0.50	0.50	NA	NA	NA	9	NA
